word	seg	parse
"	"	"[Punc]
kokuxhumana	ku-oku-xhumana	ku[PossConc15]-oku[RelConc15]-xhumana[NStem]
"	"	"[Punc]
,	,	,[Punc]
okwehlise	oku-ehlis-e	oku[RelConc15]-ehlis[VRoot]-e[VerbTerm]
izingqinamba	i-zi-ngqinamba	i[NPrePre10]-zi[BPre10]-ngqinamba[NStem]
zokungena	za-u-ku-ngen-a	za[PossConc10]-u[NPrePre15]-ku[BPre15]-ngen[VRoot]-a[VerbTerm]
kwakhulisa	kwa-khul-is-a	kwa[SC15]-khul[VRoot]-is[CausExt]-a[VerbTerm]
nokufinyelela	na-u-ku-finy-elel-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-finy[VRoot]-elel[Perf]-a[VerbTerm]
olwazini	olu-azi-ini	olu[RelConc11]-azi[NStem]-ini[LocSuf]
.	.	.[Punc]
Eminyakeni	e-i-mi-nyaka-ini	e[LocPre]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]-ini[LocSuf]
embalwa	e-mbalwa	e[RelConc4]-mbalwa[RelStem]
ezayo	e-z-a-yo	e[RelConc4]-z[VRoot]-a[VerbTerm]-yo[RelSuf]
,	,	,[Punc]
iNingizimu	i-Ningizimu	i[NPrePre5]-Ningizimu[ProperName]
Afrika	Afrika	Afrika[ProperName]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
yenze	i-enz-e	i[SC9]-enz[VRoot]-e[VerbTerm]
okuthile	oku-th-ile	oku[RelConc15]-th[VRoot]-ile[Perf]
ngalesi	nga-lesi	nga[AdvPre]-lesi[Dem7][Pos1]
simo	si-mo	si[BPre7]-mo[NStem]
ngokuqinisa	nga-uku-qinis-a	nga[AdvPre]-uku[BPre15]-qinis[Intrans]-a[VerbTerm]
amanani	a-ma-nani	a[NPrePre6]-ma[BPre6]-nani[NStem]
aphansi	a-phansi	a[RelConc6]-phansi[Adv]
notshalomali	na-u-tshalomali	na[AdvPre]-u[BPre11]-tshalomali[NStem]
ezimbonini	ezi-mboni-ini	ezi[RelConc10]-mboni[NStem]-ini[LocSuf]
zemikhiqizo	za-imi-khiqizo	za[PossConc8]-imi[BPre4]-khiqizo[NStem]
yenani	ya-i-nani	ya[PossConc4]-i[BPre5]-nani[NStem]
eliphezulu	eli-phezulu	eli[RelConc5]-phezulu[Adv]
kanye	kanye	kanye[Conj]
nokukhulisa	na-uku-khul-is-a	na[AdvPre]-uku[BPre15]-khul[Intrans]-is[CausExt]-a[VerbTerm]
umthamo	u-mu-thamo	u[NPrePre3]-mu[BPre3]-thamo[NStem]
wemikhiqizo	wa-imi-khiqizo	wa[PossConc3]-imi[BPre4]-khiqizo[NStem]
ehanjiswa	e-hamb-is-w-a	e[RelConc4]-hamb[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
ngaphandle	nga-phandle	nga[AdvPre]-phandle[Adv]
.	.	.[Punc]
Esikhathini	e-i-si-khathi-ini	e[LocPre]-i[NPrePre7]-si[BPre7]-khathi[NStem]-ini[LocSuf]
esithe	esi-th-e	esi[RelConc7]-th[Intrans]-e[VerbTerm]
ukuba	ukuba	ukuba[Conj]
side	si-de	si[SC7]-de[Adv]
,	,	,[Punc]
iNingizimu	i-Ningizimu	i[NPrePre5]-Ningizimu[ProperName]
Afrika	Afrika	Afrika[ProperName]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
yenze	i-enz-e	i[SC9]-enz[VRoot]-e[VerbTerm]
okuthe	oku-the	oku[RelConc15]-the[RelStem]
xaxa	xaxa	xaxa[Ideoph]
ukukhulisa	u-ku-khul-is-a	u[NPrePre15]-ku[BPre15]-khul[VRoot]-is[CausExt]-a[VerbTerm]
amanani	a-ma-nani	a[NPrePre6]-ma[BPre6]-nani[NStem]
aphansi	a-phansi	a[RelConc6]-phansi[Adv]
emikhakheni	e-i-mi-khakha-ini	e[LocPre]-i[NPrePre4]-mi[BPre4]-khakha[NStem]-ini[LocSuf]
engahlomula	e-nga-hlomul-a	e[RelConc4]-nga[Pot]-hlomul[Intrans]-a[VerbTerm]
kuyo	ku-yo	ku[LocPre]-yo[PronStem9]
engasondeza	e-nga-sondez-a	e[RelConc9]-nga[AdvPre]-sondez[VRoot]-a[VerbTerm]
abantu	a-ba-ntu	a[NPrePre2]-ba[BPre2]-ntu[NStem]
abaningi	aba-ningi	aba[AdjPref2]-ningi[AdjStem]
emsebenzini	e-mu-sebenzi-ini	e[LocPre]-mu[BPre3]-sebenzi[NStem]-ini[LocSuf]
.	.	.[Punc]
Ngokuthuthukisa	nga-uku-thuthuk-is-a	nga[AdvPre]-uku[NPre15]-thuthuk[Intrans]-is[CausExt]-a[VerbTerm]
isisekelo	i-si-sekelo	i[NPrePre7]-si[BPre7]-sekelo[NStem]
samakhono	sa-a-ma-khono	sa[PossConc7]-a[NPrePre6]-ma[BPre6]-khono[NStem]
nokwandisa	na-uku-and-is-a	na[AdvPre]-uku[NPre15]-and[VRoot]-is[CausExt]-a[VerbTerm]
ukubiza	uku-biz-a	uku[BPre15]-biz[VRoot]-a[VerbTerm]
kahle	ka-hle	ka[AdvPre]-hle[AdjStem]
kwemikhiqizo	kwa-imi-khiqizo	kwa[PossConc15]-imi[NPre4]-khiqizo[NStem]
,	,	,[Punc]
umnotho	u-mnotho	u[NPrePre3]-mnotho[NStem]
ungaba	u-nga-ba	u[SC2]-nga[Pot]-ba[Cop]
ngowezimboni	ng-o-wa-zi-m-boni	ng[CopPre]-o[RelConc1]-wa[PossConc1]-zi[BPre10]-m[BPre3]-boni[NStem]
ezehlukene	ezi-ehluk-an-il-e	ezi[RelConc10]-ehluk[VRoot]-an[RecipExt]-il[Perf]-e[VerbTerm]
,	,	,[Punc]
ulungise	u-lung-is-e	u[SC2]-lung[VRoot]-is[CausExt]-e[VerbTerm]
umthelela	u-mu-thel-el-a	u[NPrePre3]-mu[BPre3]-thel[VRoot]-el[ApplExt]-a[VerbTerm]
oveza	o-vez-a	o[RelConc1]-vez[Intrans]-a[VerbTerm]
isimo	i-si-mo	i[NPrePre7]-si[BPre7]-mo[NStem]
esingesona	esi-nge-sona	esi[RelConc7]-nge[NegPre]-sona[PronStem7]
samanani	sa-a-ma-nani	sa[PossConc7]-a[NPrePre6]-ma[BPre6]-nani[NStem]
enyusiwe	e-nyus-iw-e	e[RelConc9]-nyus[VRoot]-iw[PassExt]-e[VerbTerm]
ezimpahla	ezi-m-pahla	ezi[RelConc10]-m[BPre3]-pahla[NStem]
zemvelo	za-i-m-velo	za[PossConc10]-i[NPrePre9]-m[BPre3]-velo[NStem]
erandini	e-randi-ini	e[LocPre]-randi[NStem]-ini[LocSuf]
.	.	.[Punc]
Ukubamba	u-ku-bamb-a	u[NPrePre15]-ku[BPre15]-bamb[VRoot]-a[VerbTerm]
iqhaza	i-li-qhaza	i[NPrePre5]-li[BPre5]-qhaza[NStem]
ekulalelweni	e-ku-lalel-w-en-i	e[LocPre]-ku[BPre15]-lalel[VRoot]-w[PassExt]-en[RecipExt]-i[VerbTerm]
kwesabelomali	kwa-isabelomali	kwa[PossConc15]-isabelomali[NStem]
ngokumela	nga-u-ku-mel-a	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-mel[Intrans]-a[VerbTerm]
umphakathi	u-mu-phakathi	u[NPrePre3]-mu[BPre3]-phakathi[NStem]
.	.	.[Punc]
Ukulalelwa	u-ku-lalel-w-a	u[NPrePre15]-ku[BPre15]-lalel[VRoot]-w[PassExt]-a[VerbTerm]
kwesabelomali	kwa-isabelomali	kwa[PossConc15]-isabelomali[NStem]
kuqinisekisa	ku-qinisek-is-a	ku[SC15]-qinisek[VRoot]-is[CausExt]-a[VerbTerm]
ukuthi	ukuthi	ukuthi[Conj]
izidingo	i-zi-dingo	i[NPrePre8]-zi[BPre8]-dingo[NStem]
ze-MFMA	ze-MFMA	ze[PossConc10]-MFMA[Abbr]
kuyahlangatshezwana	ku-ya-hlangabez-w-an-a	ku[SC15]-ya[Pres]-hlangabez[VRoot]-w[PassExt]-an[RecipExt]-a[VerbTerm]
nazo	na-zo	na[AdvPre]-zo[PronStem8]
mayelana	mayela-ana	mayela[NStem]-ana[DimSuf]
nokubamba	no-ku-bamb-a	no[AdvPre]-ku[BPre15]-bamb[Intrans]-a[VerbTerm]
komphakathi	ko-u-mu-phakathi	ko[PossConc15]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]
iqhaza	i-li-qhaza	i[NPrePre5]-li[BPre5]-qhaza[NStem]
kwinqubo	ku-i-n-qubo	ku[LocPre]-i[NPrePre9]-n[BPre9]-qubo[NStem]
yesabelomali	ye-sabelomali	ye[PossConc4]-sabelomali[NStem]
.	.	.[Punc]
Ukulalelwa	u-ku-lalel-w-a	u[NPrePre15]-ku[BPre15]-lalel[VRoot]-w[PassExt]-a[VerbTerm]
kwesabelomali	kwa-isabelomali	kwa[PossConc15]-isabelomali[NStem]
sikamasipala	si-ka-masipala	si[PossConc7]-ka[PossKA]-masipala[NStem]
kwenza	ku-enz-a	ku[SC15]-enz[VRoot]-a[VerbTerm]
amaKomidi	a-ma-komidi	a[NPrePre6]-ma[BPre6]-komidi[NStem]
Ezigceme	ezi-gceme	ezi[RelConc8]-gceme[NStem]
akwazi	a-ku-az-i	a[SC6]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukubamba	u-ku-bamb-a	u[NPrePre15]-ku[BPre15]-bamb[VRoot]-a[VerbTerm]
iqhaza	i-li-qhaza	i[NPrePre5]-li[BPre5]-qhaza[NStem]
ekuthuthukisweni	e-u-ku-thuthuk-is-w-a-ini	e[LocPre]-u[NPrePre15]-ku[BPre15]-thuthuk[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]-ini[LocSuf]
kwesabelomali	kwa-isabelomali	kwa[PossConc15]-isabelomali[NStem]
sikamasipala	si-ka-masipala	si[PossConc7]-ka[PossKA]-masipala[NStem]
.	.	.[Punc]
Ukuthuthukisa	u-ku-thuthuk-is-a	u[NPrePre15]-ku[BPre15]-thuthuk[VRoot]-is[CausExt]-a[VerbTerm]
amakhono	a-ma-khono	a[NPrePre6]-ma[BPre6]-khono[NStem]
amalungu	a-ma-lungu	a[NPrePre6]-ma[BPre6]-lungu[NStem]
Amakomidi	a-ma-komidi	a[NPrePre6]-ma[BPre6]-komidi[NStem]
Ezigceme	ezi-gcem-e	ezi[RelConc8]-gcem[Intrans]-e[VerbTerm]
ukuze	ukuze	ukuze[Conj]
akwazi	a-ku-az-i	a[SC6]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukusebenza	u-ku-sebenz-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-a[VerbTerm]
njengezingcweti	njenga-i-zin-gcweti	njenga[AdvPre]-i[NPrePre10]-zin[BPre10]-gcweti[NStem]
zentuthuko	za-n-tuthuko	za[PossConc8]-n[BPre9]-tuthuko[NStem]
yendawo	ya-i-n-dawo	ya[PossConc9]-i[NPrePre9]-n[BPre9]-dawo[NStem]
futhi	futhi	futhi[Conj]
akwazi	a-ku-az-i	a[SC6]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukusebenzisana	u-ku-sebenz-is-an-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
nomphakathi	na-u-mu-phakathi	na[AdvPre]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]
kanye	ka-nye	ka[AdvPre]-nye[AdjStem]
nokuwuthuthukisa	no-ku-wu-thuthuk-is-a	no[AdvPre]-ku[SC15]-wu[OC3]-thuthuk[VRoot]-is[CausExt]-a[VerbTerm]
.	.	.[Punc]
Izinqubo	i-zin-qubo	i[NPrePre10]-zin[BPre10]-qubo[NStem]
ze-IDP	ze-IDP	ze[PossConc10]-IDP[Abbr]
neze-CBP	na-i-za-i-CBP	na[AdvPre]-i[NPrePre10]-za[PossConc10]-i[NPrePre10]-CBP[Abbr]
kanye	ka-nye	ka[AdvPre]-nye[AdjStem]
nemiphumela	na-i-mi-phumela	na[AdvPre]-i[NPrePre4]-mi[BPre4]-phumela[NStem]
okwenziwe	oku-enz-iw-e	oku[RelConc15]-enz[VRoot]-iw[PassExt]-e[VerbTerm]
futhi	futhi	futhi[Conj]
okusebenzelanayo	oku-sebenz-el-an-a-yo	oku[RelConc15]-sebenz[VRoot]-el[ApplExt]-an[RecipExt]-a[VerbTerm]-yo[RelSuf]
,	,	,[Punc]
ziwumjikelezo	zi-wu-mjikelez-o	zi[SC8]-wu[OC3]-mjikelez[VRoot]-o[VerbTerm]
futhi	futhi	futhi[Conj]
ziyaphindwaphindwa	zi-ya-phindwaphind-w-a	zi[SC8]-ya[Pres]-phindwaphind[Intrans]-w[PassExt]-a[VerbTerm]
.	.	.[Punc]
ulwazi	u-lu-azi	u[NPrePre11]-lu[BPre11]-azi[NStem]
oluku-IDP	olu-ku-IDP	olu[RelConc11]-ku[LocPre]-IDP[Abbr]
ekhona	e-khona	e[RelConc9]-khona[Adv]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
ukuba	ukuba	ukuba[Conj]
zisetshenziselwe	zi-sebenz-is-el-w-e	zi[SC8]-sebenz[VRoot]-is[CausExt]-el[ApplExt]-w[PassExt]-e[VerbTerm]
inqubo	i-n-qubo	i[NPrePre9]-n[BPre9]-qubo[NStem]
ye-CBP	ya-i-CBP	ya[PossConc4]-i[NPrePre4]-CBP[Abbr]
,	,	,[Punc]
ngesikhathi	nga-i-si-khathi	nga[AdvPre]-i[NPrePre7]-si[BPre7]-khathi[NStem]
imiphumela	i-mi-phumela	i[NPrePre4]-mi[BPre4]-phumela[NStem]
ye-CBP	ya-i-CBP	ya[PossConc4]-i[NPrePre4]-CBP[Abbr]
izosetshenziselwa	i-zo-setshenziselwa	i[BPre9]-zo[Fut]-setshenziselwa[NStem]
ukubuyekeza	u-ku-buyekez-a	u[NPrePre15]-ku[BPre15]-buyekez[VRoot]-a[VerbTerm]
i-IDP	i-IDP	i[BPre9]-IDP[Abbr]
ngonyaka	nga-u-lu-nyaka	nga[AdvPre]-u[NPrePre11]-lu[BPre11]-nyaka[NStem]
olandelayo	o-landel-a-yo	o[RelConc3]-landel[Intrans]-a[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Ukuhlaziya	u-ku-hlaziy-a	u[NPrePre15]-ku[BPre15]-hlaziy[VRoot]-a[VerbTerm]
ubulili	u-bu-lili	u[NPrePre14]-bu[BPre14]-lili[NStem]
kwenziwa	ku-enz-iw-a	ku[SC15]-enz[VRoot]-iw[PassExt]-a[VerbTerm]
kanti	kanti	kanti[Conj]
kwayinqoba	kwa-yi-nqob-a	kwa[SC15]-yi[OC9]-nqob[VRoot]-a[VerbTerm]
inkinga	i-n-kinga	i[NPrePre9]-n[BPre9]-kinga[NStem]
.	.	.[Punc]
Kwahlala	kwa-hlal-a	kwa[SC15]-hlal[VRoot]-a[VerbTerm]
obala	o-bala	o[LocPre]-bala[NStem]
ukuthi	ukuthi	ukuthi[Conj]
abesifazane	a-be-si-fazane	a[NPrePre2]-be[BPre2]-si[BPre7]-fazane[NStem]
yibona	yi-bona	yi[CopPre]-bona[AbsPron2]
abalimi	a-ba-limi	a[NPrePre2]-ba[BPre2]-limi[NStem]
,	,	,[Punc]
kodwa	kodwa	kodwa[Conj]
banegalelo	ba-na-galelo	ba[BPre2]-na[AdvPre]-galelo[NStem]
elincane	eli-ncane	eli[AdjPref5]-ncane[AdjStem]
emizini	e-i-mi-zi-ini	e[LocPre]-i[NPrePre4]-mi[BPre4]-zi[NStem]-ini[LocSuf]
yabo	ya-bo	ya[PossConc3]-bo[PronStem2]
noma	noma	noma[Conj]
emphakathini	e-mu-phakathi-ini	e[LocPre]-mu[BPre3]-phakathi[NStem]-ini[LocSuf]
.	.	.[Punc]
Izimali	i-zi-mali	i[NPrePre10]-zi[BPre10]-mali[NStem]
ezibolekisayo	ezi-bolek-is-a-yo	ezi[RelConc10]-bolek[VRoot]-is[CausExt]-a[VerbTerm]-yo[RelSuf]
kubantu	ku-a-ba-ntu	ku[LocPre]-a[NPrePre2]-ba[BPre2]-ntu[NStem]
besifazane	ba-i-si-fazane	ba[PossConc2]-i[NPrePre7]-si[BPre7]-fazane[NStem]
,	,	,[Punc]
Izinsizakalo	i-zin-sizakalo	i[NPrePre10]-zin[BPre10]-sizakalo[NStem]
zoxhaso	za-u-xhaso	za[PossConc10]-u[NPrePre11]-xhaso[NStem]
kanye	kanye	kanye[Conj]
nemibuthano	na-i-mi-buthano	na[AdvPre]-i[NPrePre4]-mi[BPre4]-buthano[NStem]
yokwenza	ya-u-ku-enz-a	ya[PossConc4]-u[NPrePre15]-ku[BPre15]-enz[VRoot]-a[VerbTerm]
izinqumo	i-zin-qumo	i[NPrePre10]-zin[BPre10]-qumo[NStem]
ngokuhlanganyela	nga-u-ku-hlangany-el-a	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-hlangany[VRoot]-el[ApplExt]-a[VerbTerm]
zamiswa	za-mis-w-a	za[SC10]-mis[VRoot]-w[PassExt]-a[VerbTerm]
kanti	kanti	kanti[Conj]
nemali	na-i-mali	na[AdvPre]-i[NPrePre9]-mali[NStem]
yasetshenziselwa	ya-sebenz-is-el-w-a	ya[SC9]-sebenz[VRoot]-is[CausExt]-el[ApplExt]-w[PassExt]-a[VerbTerm]
ukuguqula	u-ku-guqul-a	u[NPrePre15]-ku[BPre15]-guqul[VRoot]-a[VerbTerm]
abalimi	a-ba-limi	a[NPrePre2]-ba[BPre2]-limi[NStem]
abahluphekayo	aba-hluphek-a-yo	aba[RelConc2]-hluphek[VRoot]-a[VerbTerm]-yo[RelSuf]
ababengakwazi	aba-be-nga-ku-az-i	aba[RelConc2]-be[SC2]-nga[NegPre]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ngisho	ngi-sh-o	ngi[SC1ps]-sh[VRoot]-o[VerbTerm]
nokuziphilisa	na-u-ku-zi-phil-is-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-zi[ReflPre]-phil[VRoot]-is[CausExt]-a[VerbTerm]
ukuba	ukuba	ukuba[Conj]
babe	ba-be	ba[SC2]-be[AuxVStem]
ngabaphumelelayo	nga-aba-phumelel-a-yo	nga[AdvPre]-aba[RelConc2]-phumelel[VRoot]-a[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Ezinye	ezin-nye	ezin[AdjPref10]-nye[AdjStem]
izindawo	i-zin-dawo	i[NPrePre10]-zin[BPre10]-dawo[NStem]
zokulinganisa	zo-ku-lingan-is-a	zo[PossConc10]-ku[BPre15]-lingan[VRoot]-is[CausExt]-a[VerbTerm]
zingaziswa	zi-nga-zisw-a	zi[SC10]-nga[Pot]-zisw[VRoot]-a[VerbTerm]
,	,	,[Punc]
ukusebenzisana	u-ku-sebenz-is-an-a	u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
nebandla	ne-ba-ndla	ne[AdvPre]-ba[BPre2]-ndla[NStem]
,	,	,[Punc]
noma	noma	noma[Conj]
imikhakha	i-mi-khakha	i[NPrePre4]-mi[BPre4]-khakha[NStem]
yokusebenza	yoku-sebenz-a	yoku[Fut]-sebenz[VRoot]-a[VerbTerm]
ngemfanelo	nge-m-fanelo	nge[AdvPre]-m[BPre9]-fanelo[NStem]
ebekwa	e-bek-w-a	e[RelConc9]-bek[VRoot]-w[PassExt]-a[VerbTerm]
Yikomiti	yi-komiti	yi[CopPre]-komiti[NStem]
Lewadi	le-wadi	le[PossConc5]-wadi[NStem]
lizibekela	li-zibekel-a	li[SC5]-zibekel[VRoot]-a[VerbTerm]
yona	yona	yona[AbsPron9]
ukuqinisekisa	u-ku-qinisek-is-a	u[NPrePre15]-ku[BPre15]-qinisek[VRoot]-is[CausExt]-a[VerbTerm]
ukuthi	u-ku-th-i	u[NPrePre15]-ku[BPre15]-th[VRoot]-i[VerbTerm]
amalungu	a-ma-lungu	a[NPrePre6]-ma[BPre6]-lungu[NStem]
alo	a-lo	a[PossConc6]-lo[PronStem5]
enza	enz-a	enz[VRoot]-a[VerbTerm]
izibopho	i-zi-bopho	i[NPrePre8]-zi[BPre8]-bopho[NStem]
zawo	za-wo	za[PossConc10]-wo[PronStem3]
njengoba	njengoba	njengoba[Conj]
kucatshangwe	ku-catshangwe	ku[LocPre]-catshangwe[NStem]
emthethweni	e-mu-thetho-ini	e[LocPre]-mu[BPre3]-thetho[NStem]-ini[LocSuf]
wokubamba	woku-bamb-a	woku[Fut]-bamb[Intrans]-a[VerbTerm]
iqhaza	i-qhaza	i[BPre5]-qhaza[NStem]
komphakathi	ko-u-mu-phakathi	ko[PossConc15]-u[NPrePre3]-mu[BPre3]-phakathi[NStem]
.	.	.[Punc]
Abantu	a-ba-ntu	a[NPrePre2]-ba[BPre2]-ntu[NStem]
babamba	ba-bamb-a	ba[SC2]-bamb[VRoot]-a[VerbTerm]
iqhaza	i-li-qhaza	i[NPrePre5]-li[BPre5]-qhaza[NStem]
ngokusebenzisana	nga-u-ku-sebenz-is-an-a	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
ekuhlaziyeni	e-ku-hlaziy-a-ini	e[LocPre]-ku[BPre15]-hlaziy[VRoot]-a[VerbTerm]-ini[LocSuf]
,	,	,[Punc]
ekwenzeni	e-ku-enz-a-ini	e[LocPre]-ku[BPre15]-enz[VRoot]-a[VerbTerm]-ini[LocSuf]
izinhlelo	i-zin-hlelo	i[NPrePre10]-zin[BPre10]-hlelo[NStem]
zokwenza	za-u-ku-enz-a	za[PossConc10]-u[NPrePre15]-ku[BPre15]-enz[VRoot]-a[VerbTerm]
nasekusungulweni	na-s-e-ku-sungul-w-a-ini	na[AdvPre]-s[PreLoc-s]-e[LocPre]-ku[BPre15]-sungul[VRoot]-w[PassExt]-a[VerbTerm]-ini[LocSuf]
noma	noma	noma[Conj]
ekuqinisweni	e-ku-qinis-w-a-ini	e[LocPre]-ku[BPre15]-qinis[VRoot]-w[PassExt]-a[VerbTerm]-ini[LocSuf]
kwezikhungo	kwa-i-zi-khungo	kwa[PossConc15]-i[NPrePre8]-zi[BPre8]-khungo[NStem]
zendawo	ze-n-dawo	ze[PossConc8]-n[BPre9]-dawo[NStem]
.	.	.[Punc]
Lolu	lolu	lolu[Dem11][Pos1]
hlelo	hlelo	hlelo[NStem]
luhlanganisa	lu-hlangan-is-a	lu[SC5]-hlangan[VRoot]-is[CausExt]-a[VerbTerm]
izindlela	i-zin-dlela	i[NPrePre10]-zin[BPre10]-dlela[NStem]
zemikhakha	za-i-mi-khakha	za[PossConc8]-i[NPrePre4]-mi[BPre4]-khakha[NStem]
ehlukene	e-hlukan-e	e[RelConc4]-hlukan[VRoot]-e[VerbTerm]
zemibono	za-i-mi-bono	za[PossConc10]-i[NPrePre4]-mi[BPre4]-bono[NStem]
eminingi	emi-ningi	emi[AdjPref4]-ningi[AdjStem]
,	,	,[Punc]
ezisebenzisa	ezi-sebenz-is-a	ezi[RelConc10]-sebenz[VRoot]-is[CausExt]-a[VerbTerm]
inqubo	i-n-qubo	i[NPrePre9]-n[BPre9]-qubo[NStem]
yokufunda	ya-u-ku-fund-a	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-fund[VRoot]-a[VerbTerm]
ehlelekile	e-hlelek-ile	e[RelConc9]-hlelek[VRoot]-ile[Perf]
nenesakhiwo	na-i-na-i-si-akhiwo	na[AdvPre]-i[NPrePre9]-na[AdvPre]-i[NPrePre9]-si[BPre7]-akhiwo[NStem]
.	.	.[Punc]
Uma	uma	uma[Conj]
amaqembu	a-ma-qembu	a[NPrePre6]-ma[BPre6]-qembu[NStem]
esekwazi	e-se-ku-az-i	e[RelConc9]-se[Pro]-ku[BPre15]-az[VRoot]-i[VerbTerm]
ukuthatha	u-ku-thath-a	u[NPrePre15]-ku[BPre15]-thath[VRoot]-a[VerbTerm]
izinqumo	i-zin-qumo	i[NPrePre10]-zin[BPre10]-qumo[NStem]
ngendawo	nga-n-dawo	nga[AdvPre]-n[BPre9]-dawo[NStem]
,	,	,[Punc]
anqume	a-nqum-e	a[SC6]-nqum[VRoot]-e[VerbTerm]
ngendlela	nga-n-dlela	nga[AdvPre]-n[BPre9]-dlela[NStem]
izinsiza	i-zin-siza	i[NPrePre10]-zin[BPre10]-siza[NStem]
ezikhona	ezi-khona	ezi[RelConc10]-khona[Adv]
ezingasetshenziswa	ezi-nga-sebenz-is-w-a	ezi[RelConc10]-nga[CopPre]-sebenz[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
ngayo	nga-yo	nga[AdvPre]-yo[PronStem9]
,	,	,[Punc]
asuke	a-suk-e	a[SC6]-suk[VRoot]-e[VerbTerm]
enelungelo	e-na-i-lungelo	e[RelConc6]-na[AdvPre]-i[NPrePre5]-lungelo[NStem]
lokugcina	la-u-ku-gcin-a	la[PossConc5]-u[NPrePre15]-ku[BPre15]-gcin[VRoot]-a[VerbTerm]
izinhlaka	i-zin-hlaka	i[NPrePre10]-zin[BPre10]-hlaka[NStem]
nemisebenzi	na-i-mi-sebenzi	na[AdvPre]-i[NPrePre4]-mi[BPre4]-sebenzi[NStem]
kusesimeni	ku-s-e-simo-ini	ku[BPre15]-s[PreLoc-s]-e[LocPre]-simo[NStem]-ini[LocSuf]
esifanele	esi-fanel-e	esi[RelConc7]-fanel[VRoot]-e[VerbTerm]
.	.	.[Punc]
Ukuthuthukisa	u-ku-thuthuk-is-a	u[NPrePre15]-ku[BPre15]-thuthuk[VRoot]-is[CausExt]-a[VerbTerm]
ukuxhumana	u-ku-xhum-an-a	u[NPrePre15]-ku[BPre15]-xhum[VRoot]-an[RecipExt]-a[VerbTerm]
ngokwezindawo	nga-u-kwe-zi-n-dawo	nga[AdvPre]-u[NPrePre15]-kwe[PossConc15]-zi[BPre8]-n[BPre9]-dawo[NStem]
ezingomakhelwane	ezi-ngo-makhelwane	ezi[RelConc10]-ngo[AdvPre]-makhelwane[NStem]
ukwenza	u-ku-enz-a	u[NPrePre15]-ku[BPre15]-enz[VRoot]-a[VerbTerm]
ukuthi	ukuthi	ukuthi[Conj]
umphakathi	u-mu-phakathi	u[NPrePre3]-mu[BPre3]-phakathi[NStem]
,	,	,[Punc]
amabhizinisi	a-ma-bhizinisi	a[NPrePre6]-ma[BPre6]-bhizinisi[NStem]
,	,	,[Punc]
nohulumeni	na-u-hulumeni	na[AdvPre]-u[NPrePre1a]-hulumeni[NStem]
baxazulule	ba-xazulul-e	ba[PossConc2]-xazulul[VRoot]-e[VerbTerm]
izinkinga	i-zin-kinga	i[NPrePre10]-zin[BPre10]-kinga[NStem]
ngokubambisana	nga-u-ku-bambisana	nga[AdvPre]-u[NPrePre15]-ku[BPre15]-bambisana[Adv]
.	.	.[Punc]
lesi	lesi	lesi[Dem7][Pos1]
SAHLUKO	si-ahluko	si[BPre7]-ahluko[NStem]
SICHAZA	si-chaz-a	si[SC7]-chaz[VRoot]-a[VerbTerm]
IQHAZA	i-qhaza	i[NPrePre5]-qhaza[NStem]
LAMAKOMIDI	la-a-ma-komidi	la[PossConc5]-a[NPrePre6]-ma[BPre6]-komidi[NStem]
EZIGCEME	ezi-gceme	ezi[RelConc8]-gceme[NStem]
kanye	ka-nye	ka[AdvPre]-nye[AdjStem]
namanye	na-ama-nye	na[AdvPre]-ama[AdjPref6]-nye[AdjStem]
amalungu	a-ma-lungu	a[NPrePre6]-ma[BPre6]-lungu[NStem]
omphakathi	a-u-mu-phakathi	a[PossConc6]-u[NPrePre3]-mu[BPre3]-phakathi[Adv]
