word	seg	parse
.	.	.[Punc]
Inhlangano	i-n-hlangano	i[NPrePre9]-n[BPre9]-hlangano[NStem]
yeMasincedane	ya-Masincedane	ya[PossConc9]-Masincedane[ProperName]
development	development	development[Foreign]
Corporation	corporation	corporation[Foreign]
yasungulwa	ya-sungul-w-a	ya[SC9]-sungul[VRoot]-w[PassExt]-a[VerbTerm]
njengenkapani	njenga-n-kapani	njenga[AdvPre]-n[NPre9]-kapani[NStem]
yeSigaba	ya-si-gaba	ya[PossConc9]-si[BPre7]-gaba[NStem]
21	21	21[Num]
.	.	.[Punc]
Yayihlose	ya-yi-hlos-e	ya[SC9]-yi[OC9]-hlos[VRoot]-e[VerbTerm]
kuzuza	ku-zuz-a	ku[BPre15]-zuz[VRoot]-a[VerbTerm]
nekuphatsa	na-ku-phats-a	na[AdvPre]-ku[OC15]-phats[VRoot]-a[VerbTerm]
timali	ti-mali	ti[BPre10]-mali[NStem]
iphindze	i-phindze	i[BPre9]-phindze[NStem]
yente	i-ent-e	i[SC9]-ent[VRoot]-e[VerbTerm]
emasu-ndlela	e-ma-su-ndlela	e[LocPre]-ma[BPre6]-su[NStem]-ndlela[NStem]
eLED	a-LED	a[PossConc6]-LED[Abbr]
.	.	.[Punc]
Emva	emva	emva[Adv]
kweluchungechunge	kwa-lu-chungechunge	kwa[PossConc15]-lu[BPre11]-chungechunge[NStem]
lwemalanga	lwa-e-ma-langa	lwa[PossConc11]-e[NPrePre6]-ma[BPre6]-langa[NStem]
ekufundza	a-ku-fundz-a	a[PossConc6]-ku[OC15]-fundz[VRoot]-a[VerbTerm]
,	,	,[Punc]
ummango	u-mu-mango	u[NPrePre3]-mu[BPre3]-mango[NStem]
wakhomba	wa-khomb-a	wa[SC3]-khomb[VRoot]-a[VerbTerm]
emasu-ndlela	e-ma-su-ndlela	e[LocPre]-ma[BPre6]-su[NStem]-ndlela[NStem]
lacinile	la-cin-ile	la[RelConc6]-cin[VRoot]-ile[Perf]
ekulandzelwa	e-ku-landz-el-w-a	e[LocPre]-ku[OC15]-landz[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]
yiMasincedane	yi-masincedane	yi[CopPre]-masincedane[NStem]
.	.	.[Punc]
Lelo	lelo	lelo[Dem5][Pos2]
nalelo	na-lelo	na[AdvPre]-lelo[Dem5][Pos2]
lunga	lunga	lunga[NStem]
lemmango	la-u-mu-mango	la[PossConc5]-u[NPrePre3]-mu[BPre3]-mango[NStem]
likhululekile	li-khululek-ile	li[SC5]-khululek[VRoot]-ile[Perf]
kutsi	kutsi	kutsi[Conj]
lingafaka	li-nga-fak-a	li[SC5]-nga[AdvPre]-fak[VRoot]-a[VerbTerm]
tincetfu	tincetfu	tincetfu[NStem]
letintsatfu	letin-tsatfu	letin[AdjPref10]-tsatfu[AdjStem]
macondzana	macondzana	macondzana[NStem]
nanobe	na-nobe	na[AdvPre]-nobe[Conj]
ngumuphi	ngu-u-mu-phi	ngu[CopPre]-u[NPrePre1]-mu[BPre1]-phi[NStem]
munye	mu-nye	mu[AdjPref1]-nye[AdjStem]
nobe	nobe	nobe[Conj]
ngetulu	nga-i-li-tulu	nga[AdvPre]-i[NPrePre5]-li[BPre5]-tulu[NStem]
kulemiphumela	ku-le-mi-phumela	ku[LocPre]-le[Dem4][Pos1]-mi[BPre4]-phumela[NStem]
.	.	.[Punc]
Inkhaba	i-nkhaba	i[BPre4]-nkhaba[NStem]
yeMtsetfosisekelo	ye-mu-tsetfosisekelo	ye[PossConc9]-mu[BPre3]-tsetfosisekelo[NStem]
nguMculu	ngu-u-mu-culu	ngu[CopPre]-u[NPrePre3]-mu[BPre3]-culu[NStem]
Wemalungelo	wa-e-ma-lungelo	wa[PossConc3]-e[NPrePre6]-ma[BPre6]-lungelo[NStem]
.	.	.[Punc]
Umculu	u-mu-culu	u[NPrePre3]-mu[BPre3]-culu[NStem]
wemalungelo	wa-e-ma-lungelo	wa[PossConc1]-e[NPrePre6]-ma[BPre6]-lungelo[NStem]
wenyusela	we-enyus-el-a	we[CopPre]-enyus[VRoot]-el[ApplExt]-a[VerbTerm]
etulu	e-li-tulu	e[LocPre]-li[BPre5]-tulu[NStem]
emalungelo	e-ma-lungelo	e[NPrePre6]-ma[BPre6]-lungelo[NStem]
abo	a-bo	a[PossConc6]-bo[PronStem14]
bonkhe	bo-nkhe	bo[QuantConc2]-nkhe[QuantStem]
bahlali	ba-hlali	ba[BPre2]-hlali[NStem]
netakhamiti	ne-ti-akhamiti	ne[AdvPre]-ti[BPre8]-akhamiti[NStem]
kutsi	kutsi	kutsi[Conj]
tiphatfwe	ti-phatfwe	ti[BPre8]-phatfwe[NStem]
ngalokulinganako	nga-loku-linganako	nga[AdvPre]-loku[Dem15][Pos1]-linganako[NStem]
nangenhlonipho	na-nge-n-hlonipho	na[AdvPre]-nge[Pres]-n[BPre9]-hlonipho[NStem]
kungabukwa	ku-nga-buk-w-a	ku[SC15]-nga[AdvPre]-buk[VRoot]-w[PassExt]-a[VerbTerm]
libala	li-bala	li[BPre5]-bala[NStem]
,	,	,[Punc]
bulili	bu-lili	bu[BPre14]-lili[NStem]
bucebi	bucebi	bucebi[NStem]
nobe	nobe	nobe[Conj]
sikhundla	si-khundla	si[BPre7]-khundla[NStem]
.	.	.[Punc]
Manyenti	manyenti	manyenti[NStem]
emalungelo	e-ma-lungelo	e[NPrePre6]-ma[BPre6]-lungelo[NStem]
etekuhlalisana	e-ta-ku-hlal-is-an-a	e[PossConc6]-ta[PossConc10]-ku[OC15]-hlal[VRoot]-is[CausExt]-an[RecipExt]-a[VerbTerm]
kutemnotfo	ku-te-m-notfo	ku[BPre17]-te[PossConc10]-m[BPre3]-notfo[NStem]
lafakwe	la-fak-w-e	la[SC5]-fak[VRoot]-w[PassExt]-e[VerbTerm]
eMculwini	e-mculu-ini	e[LocPre]-mculu[NStem]-ini[LocSuf]
Wemalungelo	wa-e-ma-lungelo	wa[PossConc3]-e[NPrePre6]-ma[BPre6]-lungelo[NStem]
,	,	,[Punc]
lanjengelilungelo	lanjengelilungelo	lanjengelilungelo[NStem]
lekuphila	leku-phila	leku[RelConc15]-phila[NStem]
imphilo	i-m-philo	i[NPrePre4]-m[BPre3]-philo[NStem]
lekahle	le-ka-hle	le[RelConc9]-ka[AdvPre]-hle[AdjStem]
,	,	,[Punc]
kutfola	ku-tfol-a	ku[BPre15]-tfol[VRoot]-a[VerbTerm]
indlu	i-n-dlu	i[NPrePre9]-n[BPre9]-dlu[NStem]
lekahle	le-ka-hle	le[RelConc9]-ka[AdvPre]-hle[AdjStem]
,	,	,[Punc]
kufinyelela	ku-finyel-el-a	ku[BPre15]-finyel[VRoot]-el[ApplExt]-a[VerbTerm]
etinhlelweni	e-tin-hlelo-ini	e[LocPre]-tin[BPre10]-hlelo[NStem]-ini[LocSuf]
tekunakekelwa	t-e-ku-nakekelwa	t[PossConc8]-e[LocPre]-ku[BPre15]-nakekelwa[NStem]
kutemphilo	ku-te-m-philo	ku[BPre17]-te[PossConc10]-m[BPre3]-philo[NStem]
nekudla	na-ku-dl-a	na[AdvPre]-ku[OC15]-dl[VRoot]-a[VerbTerm]
lokwenele	loku-enel-e	loku[RelConc15]-enel[VRoot]-e[VerbTerm]
kanye	kanye	kanye[Adv]
nemanti	na-manti	na[AdvPre]-manti[NStem]
.	.	.[Punc]
Kusibopho	ku-si-bopho	ku[LocPre]-si[BPre7]-bopho[NStem]
sahulumende	sa-hulumende	sa[PossConc7]-hulumende[NStem]
wasekhaya	wa-s-e-khaya	wa[PossConc3]-s[PreLoc-s]-e[LocPre]-khaya[NStem]
,	,	,[Punc]
kanye	kanye	kanye[Adv]
naletinye	na-leti-nye	na[AdvPre]-leti[AdjPref10]-nye[AdjStem]
tinhlaka	tin-hlaka	tin[BPre10]-hlaka[NStem]
tahulumende	ta-hulumende	ta[PossConc8]-hulumende[NStem]
kuhlonipha	ku-hloniph-a	ku[BPre15]-hloniph[VRoot]-a[VerbTerm]
,	,	,[Punc]
kuvikela	ku-vik-el-a	ku[BPre15]-vik[VRoot]-el[ApplExt]-a[VerbTerm]
,	,	,[Punc]
kukhutsata	ku-khutsal-a	ku[BPre15]-khutsal[VRoot]-a[VerbTerm]
kanye	kanye	kanye[Adv]
nekufezekisa	na-ku-fezek-is-a	na[AdvPre]-ku[SC15]-fezek[VRoot]-is[CausExt]-a[VerbTerm]
lamalungelo	la-ma-lungelo	la[PossConc5]-ma[BPre6]-lungelo[NStem]
.	.	.[Punc]
Loku	loku	loku[Dem15][Pos1]
kungadzinga	ku-nga-dzing-a	ku[SC15]-nga[Pot]-dzing[VRoot]-a[VerbTerm]
kutsi	kutsi	kutsi[Conj]
labachubisifundvo	laba-chubisifundvo	laba[RelConc2]-chubisifundvo[NStem]
beCBP	ba-CBP	ba[PossConc2]-CBP[Abbr]
babambe	ba-bamb-e	ba[SC2]-bamb[VRoot]-e[VerbTerm]
imihlangano	i-mi-hlangano	i[NPrePre4]-mi[BPre4]-hlangano[NStem]
lembalwa	le-mbalwa	le[RelConc4]-mbalwa[RelStem]
namasipala	na-masipala	na[AdvPre]-masipala[NStem]
kusenesikhatsi	ku-sa-na-si-khatsi	ku[BPre15]-sa[Pro]-na[AdvPre]-si[BPre7]-khatsi[NStem]
kute	kute	kute[Conj]
kutovunyelanwa	ku-to-vum-el-an-w-a	ku[SC15]-to[Fut]-vum[VRoot]-el[ApplExt]-an[RecipExt]-w[PassExt]-a[VerbTerm]
kuphindze	ku-phindz-e	ku[SC15]-phindz[VRoot]-e[VerbTerm]
kubonisanwe	ku-bon-is-an-w-e	ku[SC15]-bon[VRoot]-is[CausExt]-an[RecipExt]-w[PassExt]-e[VerbTerm]
ngalemininingwane	nga-le-mi-niningwane	nga[AdvPre]-le[Dem4][Pos1]-mi[BPre4]-niningwane[NStem]
lengenhla	le-nge-nhla	le[PossConc5]-nge[AdvPre]-nhla[Adv]
.	.	.[Punc]
Nangabe	nangabe	nangabe[Conj]
iNyuvesi	i-nyuvesi	i[BPre4]-nyuvesi[NStem]
yase	ya-se	ya[PossConc9]-se[NStem]
Tshwane	Tshwane	Tshwane[ProperName]
ingancuma	i-ngancuma	i[BPre9]-ngancuma[NStem]
kuniketela	ku-niket-el-a	ku[BPre15]-niket[VRoot]-el[ApplExt]-a[VerbTerm]
ngemifundzate	nge-mi-fundzate	nge[AdvPre]-mi[BPre4]-fundzate[NStem]
lapho	lapho	lapho[Conj]
bafundzi	ba-fundzi	ba[BPre2]-fundzi[NStem]
lababuya	laba-buy-a	laba[RelConc2]-buy[VRoot]-a[VerbTerm]
eMpumalanga	e-Mpumalanga	e[LocPre]-Mpumalanga[ProperName]
Kapa	Kapa	Kapa[ProperName]
nase	nase	nase[Conj]
Gauteng	Gauteng	Gauteng[ProperName]
bebangacudzelana	be-banga-cudzelan-a	be[SC2]-banga[NegPre]-cudzelan[Intrans]-a[VerbTerm]
khona	khona	khona[Conj]
,	,	,[Punc]
kungalingani	ku-nga-lingan-i	ku[BPre15]-nga[NegPre]-lingan[VRoot]-i[VerbTerm]
angeke	a-ngeke	a[NegPre]-ngeke[Adv]
kubabeke	ku-ba-bek-e	ku[SC15]-ba[OC2]-bek[VRoot]-e[VerbTerm]
etfubeni	e-tfuba-ini	e[NPre6]-tfuba[NStem]-ini[LocSuf]
lelikahle	leli-ka-hle	leli[RelConc5]-ka[AdvPre]-hle[Adv]
bafundzi	ba-fundzi	ba[BPre2]-fundzi[NStem]
lababuya	laba-buy-a	laba[RelConc2]-buy[VRoot]-a[VerbTerm]
eMphumalanga	e-Mphumalanga	e[LocPre]-Mphumalanga[ProperName]
Kapa	Kapa	Kapa[ProperName]
.	.	.[Punc]
Sibonelo	si-bonelo	si[BPre7]-bonelo[NStem]
kutsi	kutsi	kutsi[Conj]
bafundzi	ba-fundzi	ba[BPre2]-fundzi[NStem]
abasikhulumi	a-ba-si-khulum-i	a[NegPre]-ba[SC2]-si[OC7]-khulum[VRoot]-i[VerbTerm]
ngendlela	nga-i-n-dlela	nga[AdvPre]-i[NPrePre9]-n[BPre9]-dlela[NStem]
lefanako	le-fana-ko	le[RelConc9]-fana[NStem]-ko[RelSuf]
siNgisi	si-ngisi	si[BPre7]-ngisi[NStem]
,	,	,[Punc]
noma	noma	noma[Conj]
kufinyelela	ku-finyel-el-a	ku[BPre15]-finyel[VRoot]-el[ApplExt]-a[VerbTerm]
ngekufanana	nge-ku-fanan-a	nge[AdvPre]-ku[OC15]-fanan[VRoot]-a[VerbTerm]
etintfweni	e-tin-tfo-ini	e[LocPre]-tin[BPre10]-tfo[NStem]-ini[LocSuf]
tekuchumana	ta-uku-chum-an-a	ta[PossConc10]-uku[OC15]-chum[VRoot]-an[RecipExt]-a[VerbTerm]
.	.	.[Punc]
Ngekusho	nga-ku-sh-o	nga[AdvPre]-ku[OC15]-sh[VRoot]-o[VerbTerm]
kwesivumelwano	kwa-si-vumelwano	kwa[PossConc15]-si[BPre7]-vumelwano[NStem]
,	,	,[Punc]
baletsi	ba-letsi	ba[BPre2]-letsi[NStem]
msebenti	msebenti	msebenti[NStem]
betsembisa	ba-tsemb-is-a	ba[SC2]-tsemb[VRoot]-is[CausExt]-a[VerbTerm]
kwetfula	kwe-tful-a	kwe[BPre15]-tful[VRoot]-a[VerbTerm]
tinsita	tin-sita	tin[BPre10]-sita[NStem]
letitsite	leti-tsite	leti[RelConc10]-tsite[RelStem]
tamasipala	ta-masipala	ta[PossConc10]-masipala[NStem]
,	,	,[Punc]
esikhundleni	esi-khundla-ini	esi[RelConc7]-khundla[NStem]-ini[LocSuf]
samasipala	sa-masipala	sa[PossConc7]-masipala[NStem]
ngetikhatsi	nge-ti-khatsi	nge[AdvPre]-ti[NPre8]-khatsi[Adv]
letibekiwe	leti-bek-iw-e	leti[RelConc10]-bek[VRoot]-iw[PassExt]-e[VerbTerm]
,	,	,[Punc]
liphakelo-timali	li-phakelo-timali	li[NPre5]-phakelo-timali[NStem]
netinhloso	na-tin-hloso	na[AdvPre]-tin[BPre10]-hloso[NStem]
.	.	.[Punc]
Lometfuli	lo-mu-etfuli	lo[Dem1][Pos1]-mu[BPre1]-etfuli[NStem]
tinsita	tin-sita	tin[BPre10]-sita[NStem]
angasebenta	a-nga-sebent-a	a[SC6]-nga[Pot]-sebent[VRoot]-a[VerbTerm]
kwetfula	kwe-tful-a	kwe[BPre15]-tful[VRoot]-a[VerbTerm]
tinsita	tin-sita	tin[BPre10]-sita[NStem]
kuwo	ku-wo	ku[LocPre]-wo[PronStem3]
wonkhe	wo-nkhe	wo[QuantConc3]-nkhe[QuantStem]
ummango	u-mu-mango	u[NPrePre3]-mu[BPre3]-mango[NStem]
nobe	nobe	nobe[Conj]
incenye	i-ncenye	i[NPrePre9]-ncenye[NStem]
yEMMANGO	ya-u-mu-mango	ya[PossConc9]-u[NPrePre3]-mu[BPre3]-mango[NStem]
.	.	.[Punc]
Angasebenta	a-nga-sebent-a	a[SC6]-nga[Pot]-sebent[VRoot]-a[VerbTerm]
kwetfula	kwe-tful-a	kwe[BPre15]-tful[VRoot]-a[VerbTerm]
tonkhe	to-nkhe	to[QuantConc10]-nkhe[QuantStem]
tinsita	tin-sita	tin[BPre10]-sita[NStem]
nobe	nobe	nobe[Conj]
incenye	i-ncenye	i[NPrePre9]-ncenye[NStem]
yaleto	ya-leto	ya[PossConc9]-leto[Dem10][Pos2]
tinsita	tin-sita	tin[BPre10]-sita[NStem]
.	.	.[Punc]
Sibonelo	si-bonelo	si[BPre7]-bonelo[NStem]
,	,	,[Punc]
inhlangano	i-n-hlangano	i[NPrePre9]-n[BPre9]-hlangano[NStem]
lesebenta	le-sebent-a	le[RelConc9]-sebent[VRoot]-a[VerbTerm]
nemmango	na-u-m-mango	na[AdvPre]-u[NPrePre1a]-m[BPre1a]-mango[NStem]
ingenta	i-nga-ent-a	i[SC9]-nga[Pot]-ent[VRoot]-a[VerbTerm]
sivumelwano	si-vumelwano	si[BPre7]-vumelwano[NStem]
sekubutsa	se-ku-buts-a	se[PossConc7]-ku[OC15]-buts[VRoot]-a[VerbTerm]
tibi	ti-bi	ti[BPre8]-bi[NStem]
etindlini	e-tin-dlu-ini	e[LocPre]-tin[BPre10]-dlu[NStem]-ini[LocSuf]
nasetitaladini	na-s-e-ti-taladi-ini	na[AdvPre]-s[PreLoc-s]-e[LocPre]-ti[BPre8]-taladi[NStem]-ini[LocSuf]
,	,	,[Punc]
itibutsise	i-ti-buts-is-e	i[SC9]-ti[ReflPre]-buts[VRoot]-is[CausExt]-e[VerbTerm]
etindzaweni	e-tin-dzawo-ini	e[LocPre]-tin[BPre10]-dzawo[NStem]-ini[LocSuf]
lapho	lapho	lapho[Conj]
emaloli	e-ma-loli	e[NPrePre6]-ma[BPre6]-loli[NStem]
emkhandlu	e-mu-khandlu	e[LocPre]-mu[BPre3]-khandlu[NStem]
atatibutsa	a-ta-ti-buts-a	a[SC6]-ta[Fut]-ti[OC8]-buts[VRoot]-a[VerbTerm]
khona	khona	khona[Adv]
.	.	.[Punc]
Hulumende	hulumende	hulumende[NStem]
waSekhaya	wa-s-e-khaya	wa[PossConc3]-s[PreLoc-s]-e[LocPre]-khaya[NStem]
:	:	:[Punc]
Umtsetfo	u-mu-tsetfo	u[NPrePre3]-mu[BPre3]-tsetfo[NStem]
waMasipala	wa-masipala	wa[PossConc3]-masipala[NStem]
weNtselo	we-in-tselo	we[PossConc3]-in[BPre9]-tselo[NStem]
yeTakhiwo	ye-ti-akhiwo	ye[PossConc9]-ti[NPre8]-akhiwo[NStem]
,	,	,[Punc]
2004	2004	2004[Num]
unika	u-nik-a	u[SC3]-nik[VRoot]-a[VerbTerm]
lwati	lu-ati	lu[BPre11]-ati[NStem]
ekukhokhelweni	e-ku-khokh-el-w-e-ni	e[LocPre]-ku[OC15]-khokh[VRoot]-el[ApplExt]-w[PassExt]-e[VerbTerm]-ni[LocSuf]
kwentsela	kwa-in-tsela	kwa[PossConc15]-in[BPre9]-tsela[NStem]
yetakhiwo	ye-ti-akhiwo	ye[PossConc9]-ti[NPre7]-akhiwo[NStem]
ngibo	ngi-bo	ngi[CopPre]-bo[PronStem2a]
bonkhe	bo-nkhe	bo[QuantConc2]-nkhe[QuantStem]
bomasipala	bo-masipala	bo[BPre2a]-masipala[NStem]
,	,	,[Punc]
uphindze	u-phindz-e	u[SC3]-phindz[VRoot]-e[VerbTerm]
wengamele	u-engam-el-e	u[SC3]-engam[VRoot]-el[ApplExt]-e[VerbTerm]
takhiwo	ti-akhiwo	ti[BPre8]-akhiwo[NStem]
lebetingekho	le-be-ti-nge-kho	le[RelConc8]-be[AuxVStem]-ti[OC8]-nge[NegPre]-kho[PronStem8]
eminyeleni	e-i-mi-nyele-ini	e[LocPre]-i[NPrePre4]-mi[BPre4]-nyele[NStem]-ini[LocSuf]
yabomasipala	ya-bo-masipala	ya[PossConc4]-bo[NPre2a]-masipala[NStem]
phambilini	phambilini	phambilini[Adv]
.	.	.[Punc]
Kubalulekile	ku-balulek-ile	ku[SC15]-balulek[VRoot]-ile[Perf]
kutsi	kutsi	kutsi[Conj]
eMaKomidi	e-ma-komidi	e[NPrePre6]-ma[BPre6]-komidi[NStem]
eLiwadi	a-li-wadi	a[PossConc6]-li[BPre5]-wadi[NStem]
ati	a-t-i	a[SC6]-t[VRoot]-i[VerbTerm]
kutsi	kutsi	kutsi[Conj]
lutfolakala	lu-tfol-akal-a	lu[SC11]-tfol[VRoot]-akal[NeutExt]-a[VerbTerm]
kuphi	ku-phi	ku[SC15]-phi[Interrog]
lolwati	lolu-ati	lolu[Dem11][Pos1]-ati[NStem]
,	,	,[Punc]
ngoba	ngoba	ngoba[Conj]
intsela	i-n-tsela	i[NPrePre9]-n[BPre9]-tsela[NStem]
yetakhiwo	ye-ti-akhiwo	ye[PossConc9]-ti[NPre7]-akhiwo[NStem]
ivamise	i-vam-is-e	i[SC9]-vam[VRoot]-is[CausExt]-e[VerbTerm]
kuphakanyiswa	ku-phakam-is-w-a	ku[BPre15]-phakam[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
takhamiti	ti-akhamiti	ti[BPre8]-akhamiti[NStem]
.	.	.[Punc]
Linyenti	li-nyenti	li[AdjPref5]-nyenti[AdjStem]
lemisebenti	le-mi-sebenti	le[PossConc5]-mi[BPre4]-sebenti[NStem]
lephawulwe	le-phawul-w-e	le[RelConc4]-phawul[VRoot]-w[PassExt]-e[VerbTerm]
ngesikhatsi	nga-i-si-khatsi	nga[AdvPre]-i[NPrePre7]-si[BPre7]-khatsi[NStem]
senchubo	sa-i-n-chubo	sa[PossConc7]-i[NPrePre9]-n[BPre9]-chubo[NStem]
yeCBP	ye-CBP	ye[PossConc9]-CBP[Abbr]
itawuphunyeleliswa	i-tawu-phunyelel-is-w-a	i[SC4]-tawu[Fut]-phunyelel[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
ngemaKomidi	nge-ma-komidi	nge[AdvPre]-ma[BPre6]-komidi[NStem]
emaWadi	e-ma-wadi	e[NPrePre6]-ma[BPre6]-wadi[NStem]
,	,	,[Punc]
kepha	kepha	kepha[Conj]
leminye	lemi-nye	lemi[AdjPref4]-nye[AdjStem]
ingadzinga	i-nga-dzing-a	i[SC9]-nga[Pot]-dzing[VRoot]-a[VerbTerm]
imitfombolusito	i-mi-tfombolusito	i[NPrePre4]-mi[BPre4]-tfombolusito[NStem]
leyengetiwe	le-yi-enget-iw-e	le[RelConc9]-yi[OC9]-enget[VRoot]-iw[PassExt]-e[VerbTerm]
levela	le-vel-a	le[RelConc9]-vel[VRoot]-a[VerbTerm]
ngephandle	nge-phandle	nge[AdvPre]-phandle[Adv]
nobe	nobe	nobe[Conj]
ingasetjentiswa	i-nga-setjentis-w-a	i[SC4]-nga[Pres]-setjentis[VRoot]-w[PassExt]-a[VerbTerm]
ngemphumelelo	nga-i-n-phumelelo	nga[AdvPre]-i[NPrePre9]-n[BPre9]-phumelelo[NStem]
lencono	le-ncono	le[PossConc5]-ncono[NStem]
ezingeni	e-li-zinga-ini	e[LocPre]-li[BPre5]-zinga[NStem]-ini[LocSuf]
lamasipala	la-masipala	la[PossConc5]-masipala[NStem]
.	.	.[Punc]
Loku	loku	loku[Dem15][Pos1]
kufaka	ku-fak-a	ku[BPre15]-fak[VRoot]-a[VerbTerm]
ekhatsi	e-khatsi	e[LocPre]-khatsi[Adv]
kuncuma	ku-ncum-a	ku[BPre15]-ncum[VRoot]-a[VerbTerm]
ngekutsi	nga-kutsi	nga[AdvPre]-kutsi[Conj]
ngubani	ngu-ba-ni	ngu[CopPre]-ba[BPre2]-ni[NStem]
lokumele	loku-mel-e	loku[RelConc15]-mel[VRoot]-e[VerbTerm]
abe	a-be	a[SC1]-be[AuxVStem]
nemtfwalo	na-m-tfwalo	na[AdvPre]-m[BPre3]-tfwalo[NStem]
walomklamo	wa-lo-m-klamo	wa[PossConc3]-lo[RelConc3]-m[BPre3]-klamo[NStem]
kanye	kanye	kanye[Adv]
nekutsi	ne-kutsi	ne[AdvPre]-kutsi[Conj]
ngabe	nga-be	nga[AdvPre]-be[AuxVStem]
kutawentiwa	ku-tawu-ent-iw-a	ku[SC15]-tawu[Fut]-ent[VRoot]-iw[PassExt]-a[VerbTerm]
njani	njani	njani[Adv]
kutsi	kutsi	kutsi[Conj]
kugcugcutelwe	ku-gcugcutel-w-a	ku[SC15]-gcugcutel[VRoot]-w[PassExt]-a[VerbTerm]
imitfombolusito	i-mi-tfombolusito	i[NPrePre4]-mi[BPre4]-tfombolusito[NStem]
yekuphumelelisa	ya-ku-phumelel-is-a	ya[PossConc9]-ku[BPre15]-phumelel[VRoot]-is[CausExt]-a[VerbTerm]
.	.	.[Punc]
Ngemuva	ngemuva	ngemuva[Adv]
kwekutsi	kwekutsi	kwekutsi[Conj]
Lisu	li-su	li[BPre5]-su[NStem]
Lisukunyiswe	li-sukuny-is-w-e	li[SC5]-sukuny[VRoot]-is[CausExt]-w[PassExt]-e[VerbTerm]
,	,	,[Punc]
inchubo	i-n-chubo	i[NPrePre9]-n[BPre9]-chubo[NStem]
yekulandzelela	ya-ku-landz-elel-a	ya[PossConc9]-ku[OC15]-landz[VRoot]-elel[IntensExt]-a[VerbTerm]
,	,	,[Punc]
kulinganisa	ku-lingan-is-a	ku[BPre15]-lingan[VRoot]-is[CausExt]-a[VerbTerm]
kanye	kanye	kanye[Conj]
nekubuyeketa	ne-ku-buyeket-a	ne[AdvPre]-ku[OC15]-buyeket[VRoot]-a[VerbTerm]
Lisu	li-su	li[BPre5]-su[NStem]
kubalulekile	ku-balulek-ile	ku[SC15]-balulek[VRoot]-ile[Perf]
.	.	.[Punc]
Emasu	e-ma-su	e[NPrePre6]-ma[BPre6]-su[NStem]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
abuyeketwe	a-buyeket-w-e	a[SC6]-buyeket[VRoot]-w[PassExt]-e[VerbTerm]
kulowo	ku-lowo	ku[LocPre]-lowo[Dem3][Pos2]
nalowo	na-lowo	na[AdvPre]-lowo[Dem3][Pos2]
mhlangano	mu-hlangano	mu[BPre3]-hlangano[NStem]
weliKomidi	wa-li-komidi	wa[PossConc3]-li[BPre5]-komidi[NStem]
leliwadi	le-li-wadi	le[PossConc5]-li[BPre5]-wadi[NStem]
kanye	kanye	kanye[Conj]
nangasemuva	nangasemuva	nangasemuva[Adv]
kwenyanga	kwa-i-n-nyanga	kwa[PossConc15]-i[NPrePre9]-n[BPre9]-nyanga[NStem]
kuya	ku-y-a	ku[SC15]-y[VRoot]-a[VerbTerm]
kuletimbili	ku-leti-m-bili	ku[LocPre]-leti[AdjPref10]-m[BPre3]-bili[AdjStem]
emhlanganweni	e-mu-hlangano-ini	e[LocPre]-mu[BPre3]-hlangano[NStem]-ini[LocSuf]
wemmango	wa-u-mu-mango	wa[PossConc3]-u[NPrePre3]-mu[BPre3]-mango[NStem]
emkhatsini	e-m-khatsi-ini	e[LocPre]-m[BPre3]-khatsi[NStem]-ini[LocSuf]
kwemmango	kwe-m-mango	kwe[PossConc15]-m[BPre3]-mango[NStem]
kanye	kanye	kanye[Conj]
namasipala	na-masipala	na[AdvPre]-masipala[NStem]
weliwadi	wa-li-wadi	wa[PossConc1a]-li[BPre5]-wadi[NStem]
/	/	/[Punc]
wesigodzi	wa-si-godzi	wa[PossConc1a]-si[BPre7]-godzi[NStem]
.	.	.[Punc]
EmaKomidi	e-ma-komidi	e[NPrePre6]-ma[BPre6]-komidi[NStem]
emaWadi	e-ma-wadi	e[NPrePre6]-ma[BPre6]-wadi[NStem]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
abike	a-bik-e	a[SC1a]-bik[VRoot]-e[VerbTerm]
ngenchubekelembili	nga-n-chubekelembili	nga[AdvPre]-n[BPre9]-chubekelembili[NStem]
leyentekile	le-i-ent-ek-ile	le[RelConc9]-i[SC9]-ent[VRoot]-ek[NPas]-ile[Perf]
aphindze	a-phindz-e	a[SC6]-phindz[VRoot]-e[VerbTerm]
aphawule	a-phawul-e	a[SC6]-phawul[VRoot]-e[VerbTerm]
nanobe	na-nobe	na[AdvPre]-nobe[Conj]
ngutiphi	ngu-ti-phi	ngu[CopPre]-ti[BPre8]-phi[Interrog]
tinkinga	tin-kinga	tin[BPre10]-kinga[NStem]
letiye	leti-y-e	leti[RelConc10]-y[VRoot]-e[VerbTerm]
tavela	ti-vel-a	ti[SC10]-vel[VRoot]-a[VerbTerm]
.	.	.[Punc]
Lemibiko	le-mi-biko	le[Dem4][Pos1]-mi[BPre4]-biko[NStem]
kumele	ku-mel-e	ku[SC15]-mel[VRoot]-e[VerbTerm]
ifake	i-fak-e	i[SC4]-fak[VRoot]-e[VerbTerm]
