word	seg	parse
iYunivesithi	i-yunivesithi	i[NPrePre9]-yunivesithi[NStem]
yaseTshwane	ya-s-e-Tshwane	ya[PossConc9]-s[PreLoc-s]-e[LocPre]-Tshwane[ProperName]
igqibe	i-gqib-e	i[SC9]-gqib[VRoot]-e[VerbTerm]
ekubeni	ekubeni	ekubeni[Conj]
ibonelele	i-bonelel-e	i[SC9]-bonelel[VRoot]-e[VerbTerm]
imali	i-mali	i[NPrePre9]-mali[NStem]
yemfundo	ya-i-m-fundo	ya[PossConc9]-i[NPrePre9]-m[BPre9]-fundo[NStem]
apho	apho	apho[Dem16][Pos2]
abafundi	a-ba-fundi	a[NPrePre2]-ba[BPre2]-fundi[NStem]
abavela	aba-vel-a	aba[RelConc2]-vel[VRoot]-a[VerbTerm]
eMpuma	e-Mpuma	e[LocPre]-Mpuma[ProperName]
Koloni	Koloni	Koloni[ProperName]
naseGauteng	na-s-e-Gauteng	na[AdvPre]-s[PreLoc-s]-e[LocPre]-Gauteng[ProperName]
banokukhuphisana	ba-na-u-ku-khuphisan-a	ba[SC2]-na[AdvPre]-u[NPrePre15]-ku[BPre15]-khuphisan[VRoot]-a[VerbTerm]
,	,	,[Punc]
ukuphathwa	u-ku-phath-w-a	u[NPrePre15]-ku[BPre15]-phath[VRoot]-w[PassExt]-a[VerbTerm]
ngokungalinganiyo	nga-oku-nga-lingan-i-yo	nga[AdvPre]-oku[RelConc15]-nga[NegPre]-lingan[VRoot]-i[VerbTerm]-yo[RelSuf]
akuna	a-ku-na	a[NegPre]-ku[SC15]-na[Cop]
kuba	ku-ba	ku[CopPre]-ba[Cop]
kwicala	ku-i-(li)-cala	ku[LocPre]-i[NPrePre5]-(li)[BPre5]-cala[NStem]
labafundi	la-a-ba-fundi	la[PossConc5]-a[NPrePre2]-ba[BPre2]-fundi[NStem]
abavela	aba-vel-a	aba[RelConc2]-vel[VRoot]-a[VerbTerm]
eMpuma	e-Mpuma	e[LocPre]-Mpuma[ProperName]
Koloni	Koloni	Koloni[ProperName]
.	.	.[Punc]
Umzekelo	u-m-zekelo	u[NPrePre3]-m[BPre3]-zekelo[NStem]
,	,	,[Punc]
asingabo	a-si-nga-bo	a[CopPre]-si[CopPre]-nga[CopPre]-bo[PronStem2]
bonke	bo-nke	bo[QuantConc2]-nke[QuantStem]
abathetha	aba-theth-a	aba[RelConc2]-theth[VRoot]-a[VerbTerm]
uhlobo	u-hlobo	u[NPrePre11]-hlobo[NStem]
olunye	olu-nye	olu[AdjPref11]-nye[AdjStem]
lwesiNgesi	lwa-i-si-Ngesi	lwa[PossConc11]-i[NPrePre7]-si[BPre7]-Ngesi[ProperName]
,	,	,[Punc]
okanye	okanye	okanye[Conj]
abakufikelela	aba-ku-fikelel-a	aba[RelConc2]-ku[SC15]-fikelel[VRoot]-a[VerbTerm]
ngokufanayo	nga-oku-fan-a-yo	nga[AdvPre]-oku[RelConc15]-fan[VRoot]-a[VerbTerm]-yo[RelSuf]
kwiintlobo	ku-i-(z)in-tlobo	ku[LocPre]-i[NPrePre10]-(z)in[BPre10]-tlobo[NStem]
zonxibelelwano	za-u-(lu)-nxibelelwano	za[PossConc10]-u[NPrePre11]-(lu)[BPre11]-nxibelelwano[NStem]
.	.	.[Punc]
Yintoni	yi-n-to-ni	yi[CopPre]-n[BPre9]-to[NStem]-ni[InterrogSuf]
umahlulelane	u-m-ahlulelane	u[NPrePre1a]-m[BPre1a]-ahlulelane[NStem]
kwinkonzo	ku-i-n-khonzo	ku[LocPre]-i[NPrePre9]-n[BPre9]-khonzo[NStem]
kamasipala	ka-u-masipala	ka[PossKA]-u[NPrePre1a]-masipala[NStem]
?	?	?[Punc]
I-Local	i-local	i[NPrePre9]-local[Foreign]
Government	Government	Government[Foreign]
:	:	:[Punc]
Municipal	Municipal	Municipal[Foreign]
Property	Property	Property[Foreign]
Rates	Rates	Rates[Foreign]
Act	act	act[Foreign]
,	,	,[Punc]
2004	2004	2004[Num]
inikezela	i-nikezel-a	i[SC9]-nikezel[VRoot]-a[VerbTerm]
ulwazi	u-lu-azi	u[NPrePre11]-lu[BPre11]-azi[NStem]
ngorhafiso	nga-u-rhafiso	nga[AdvPre]-u[NPrePre11]-rhafiso[NStem]
lomhlaba	lwa-u-m-hlaba	lwa[PossConc11]-u[NPrePre3]-m[BPre3]-hlaba[NStem]
nezakhiwo	na-i-zi-akhiwo	na[AdvPre]-i[NPrePre8]-zi[BPre8]-akhiwo[NStem]
(	(	([Punc]
ipropati	i-propati	i[NPrePre9]-propati[NStem]
)	)	)[Punc]
ngoomasipala	nga-oo-masipala	nga[AdvPre]-oo[NPrePre2a]-masipala[NStem]
bebonke	be-bo-nke	be[CopPre]-bo[QuantConc14]-nke[QuantStem]
kwaye	kwaye	kwaye[Conj]
ikwachaphazela	i-kwa-chaphazel-a	i[SC9]-kwa[AdvPre]-chaphazel[VRoot]-a[VerbTerm]
iipropati	i-(z)i-propati	i[NPrePre10]-(z)i[BPre10]-propati[NStem]
ezaphuma	ezi-a-phum-a	ezi[RelConc10]-a[Past]-phum[VRoot]-a[VerbTerm]
ngaphandle	nga-phandle	nga[AdvPre]-phandle[Adv]
kwemida	kwa-i-mi-da	kwa[PossConc15]-i[NPrePre4]-mi[BPre4]-da[NStem]
kamasipala	ka-u-masipala	ka[PossKA]-u[NPrePre1a]-masipala[NStem]
ngaphambili	nga-phambili	nga[AdvPre]-phambili[Adv]
.	.	.[Punc]
Kubalulekile	ku-balulek-il-e	ku[SC15]-balulek[VRoot]-il[Perf]-e[VerbTerm]
ukuba	ukuba	ukuba[Conj]
iiKomiti	i-(z)i-komiti	i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
zazi	zi-az-i	zi[SC10]-az[VRoot]-i[VerbTerm]
apho	apho	apho[Dem16][Pos2]
zingalufumana	zi-nga-lu-fuman-a	zi[SC10]-nga[Pot]-lu[OC11]-fuman[VRoot]-a[VerbTerm]
khona	khona	khona[Adv]
olu	olu	olu[Dem11][Pos1]
lwazi	lu-azi	lu[BPre11]-azi[NStem]
njengoko	njenga-oko	njenga[AdvPre]-oko[Dem15][Pos2]
iirhafu	i-(z)i-rhafu	i[NPrePre10]-(z)i[BPre10]-rhafu[NStem]
zepropati	za-i-propati	za[PossConc10]-i[NPrePre9]-propati[NStem]
zihlala	zi-hlal-a	zi[SC10]-hlal[VRoot]-a[VerbTerm]
ziyimiba	zi-y-i-mi-ba	zi[CopPre]-y[CopPre]-i[NPrePre4]-mi[BPre4]-ba[NStem]
eveliswa	e-vel-is-w-a	e[RelConc4]-vel[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
rhoqo	rhoqo	rhoqo[Ideoph]
ngabahlali	nga-a-ba-hlali	nga[AdvPre]-a[NPrePre2]-ba[BPre2]-hlali[NStem]
.	.	.[Punc]
Inkoliso	i-n-koliso	i[NPrePre9]-n[BPre9]-koliso[NStem]
yemisebenzi	ya-i-mi-sebenzi	ya[PossConc9]-i[NPrePre4]-mi[BPre4]-sebenzi[NStem]
echongwe	e-chong-w-e	e[RelConc9]-chong[VRoot]-w[PassExt]-e[VerbTerm]
ngethuba	nga-i-(li)-thuba	nga[AdvPre]-i[NPrePre5]-(li)[BPre5]-thuba[NStem]
lenkqubo	la-i-n-kqubo	la[PossConc5]-i[NPrePre9]-n[BPre9]-kqubo[NStem]
ye-CBP	ya-i-CBP	ya[PossConc9]-i[NPrePre9]-CBP[Abbr]
iya	i-ya	i[SC4]-ya[AuxVStem]
kuphunyezwa	ku-phumez-w-a	ku[SC15]-phumez[VRoot]-w[PassExt]-a[VerbTerm]
ziiKomiti	z-i-(z)i-komiti	z[CopPre]-i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc8]-i[NPrePre9]-wadi[NStem]
,	,	,[Punc]
kodwa	kodwa	kodwa[Conj]
eminye	emi-nye	emi[AdjPref4]-nye[AdjStem]
isenokufuna	i-se-na-u-ku-fun-a	i[SC4]-se[Pro]-na[AdvPre]-u[NPrePre15]-ku[BPre15]-fun[VRoot]-a[VerbTerm]
imithombo	i-mi-thombo	i[NPrePre4]-mi[BPre4]-thombo[NStem]
ebalulekileyo	e-balulek-il-e-yo	e[RelConc4]-balulek[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
yangaphandle	ya-nga-phandle	ya[PossConc4]-nga[AdvPre]-phandle[Adv]
okanye	okanye	okanye[Conj]
inokusetyenziswa	i-na-u-ku-sebenz-is-w-a	i[SC9]-na[AdvPre]-u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]
ngempumelelo	nga-i-m-phumelelo	nga[AdvPre]-i[NPrePre9]-m[BPre9]-phumelelo[NStem]
kwisikali	ku-i-si-kali	ku[LocPre]-i[NPrePre7]-si[BPre7]-kali[NStem]
sikamasipala	si-ka-masipala	si[PossConc7]-ka[PossKA]-masipala[NStem]
.	.	.[Punc]
Ibandakanya	i-bandakany-a	i[SC4]-bandakany[VRoot]-a[VerbTerm]
ukuthatha	u-ku-thath-a	u[NPrePre15]-ku[BPre15]-thath[VRoot]-a[VerbTerm]
izigqibo	i-zi-gqibo	i[NPrePre8]-zi[BPre8]-gqibo[NStem]
ngokuba	nga-ukuba	nga[AdvPre]-ukuba[Conj]
ngubani	ng-u-bani	ng[CopPre]-u[NPrePre1a]-bani[Interrog]
onoxanduva	o-na-u-(lu)-xanduva	o[RelConc6]-na[AdvPre]-u[NPrePre11]-(lu)[BPre11]-xanduva[NStem]
lweprojekthi	lwa-i-projekthi	lwa[PossConc11]-i[NPrePre9]-projekthi[NStem]
nendlela	na-i-n-dlela	na[AdvPre]-i[NPrePre9]-n[BPre9]-dlela[NStem]
yokusebenzisa	ya-u-ku-sebenz-is-a	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-sebenz[VRoot]-is[CausExt]-a[VerbTerm]
imithombo	i-mi-thombo	i[NPrePre4]-mi[BPre4]-thombo[NStem]
yezinto	ya-i-zin-to	ya[PossConc4]-i[NPrePre10]-zin[BPre10]-to[NStem]
ezisetyenziswayo	ezi-sebenz-is-w-a-yo	ezi[RelConc10]-sebenz[VRoot]-is[CausExt]-w[PassExt]-a[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Sakuba	si-akuba	si[SC7]-akuba[AuxVStem]
sesilungile	se-si-lung-ile	se[Pro]-si[SC7]-lung[VRoot]-ile[Perf]
isicwangciso	i-si-cwangciso	i[NPrePre7]-si[BPre7]-cwangciso[NStem]
,	,	,[Punc]
inkqubo	i-n-kqubo	i[NPrePre9]-n[BPre9]-kqubo[NStem]
yokubeka	ya-u-ku-bek-a	ya[PossConc9]-u[NPrePre15]-ku[BPre15]-bek[VRoot]-a[VerbTerm]
iliso	i-li-so	i[NPrePre5]-li[BPre5]-so[NStem]
,	,	,[Punc]
ukulinganisa	u-ku-linganis-a	u[NPrePre15]-ku[BPre15]-linganis[VRoot]-a[VerbTerm]
nokuphengulula	na-u-ku-phengulul-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-phengulul[VRoot]-a[VerbTerm]
isicwangciso	i-si-cwangciso	i[NPrePre7]-si[BPre7]-cwangciso[NStem]
kubalulekile	ku-balulek-il-e	ku[SC15]-balulek[VRoot]-il[Perf]-e[VerbTerm]
.	.	.[Punc]
Izicwangciso	i-zi-cwangciso	i[NPrePre8]-zi[BPre8]-cwangciso[NStem]
maziphengululwe	ma-zi-phengulul-w-e	ma[ImpPre]-zi[SC8]-phengulul[VRoot]-w[PassExt]-e[VerbTerm]
kwintlanganiso	ku-i-n-tlanganiso	ku[LocPre]-i[NPrePre9]-n[BPre9]-tlanganiso[NStem]
yeKomiti	ya-i-komiti	ya[PossConc9]-i[NPrePre9]-komiti[NStem]
yeWadi	ya-i-wadi	ya[PossConc9]-i[NPrePre9]-wadi[NStem]
nganye	nga-nye	nga[AdvPre]-nye[EnumStem]
kunye	kunye	kunye[Conj]
nasemva	na-s-e-u-m-va	na[AdvPre]-s[PreLoc-s]-e[LocPre]-u[NPrePre3]-m[BPre3]-va[NStem]
kwenyanga	kwa-i-n-yanga	kwa[PossConc15]-i[NPrePre9]-n[BPre9]-yanga[NStem]
nganye	nga-nye	nga[AdvPre]-nye[EnumStem]
ukuya	u-ku-y-a	u[NPrePre15]-ku[BPre15]-y[VRoot]-a[VerbTerm]
kwezimbini	ku-ezin-bini	ku[LocPre]-ezin[AdjPref10]-bini[AdjStem]
kwintlanganiso	ku-i-n-tlanganiso	ku[LocPre]-i[NPrePre9]-n[BPre9]-tlanganiso[NStem]
kawonke-wonke	ka-wo-nke-wo-nke	ka[PossKA]-wo[QuantConc1a]-nke[QuantStem]-wo[QuantConc1a]-nke[QuantStem]
yabahlali	ya-a-ba-hlali	ya[PossConc9]-a[NPrePre2]-ba[BPre2]-hlali[NStem]
newadi	na-i-wadi	na[AdvPre]-i[NPrePre9]-wadi[NStem]
/	/	/[Punc]
isithili	i-si-thili	i[NPrePre7]-si[BPre7]-thili[NStem]
/	/	/[Punc]
umasipala	u-masipala	u[NPrePre1a]-masipala[NStem]
.	.	.[Punc]
IiKomiti	i-(z)i-komiti	i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
mazinike	ma-zi-nik-e	ma[ImpPre]-zi[SC10]-nik[VRoot]-e[VerbTerm]
ingxelo	i-n-gxelo	i[NPrePre9]-n[BPre9]-gxelo[NStem]
eyenziweyo	e-yi-enz-iw-e-yo	e[RelConc9]-yi[OC9]-enz[VRoot]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
kwaye	kwaye	kwaye[Conj]
zikhanyise	zi-khany-is-e	zi[SC10]-khany[VRoot]-is[CausExt]-e[VerbTerm]
naziphi	na-zi-phi	na[AdvPre]-zi[EnumConc10]-phi[EnumStem]
iingxaki	i-(z)in-gxaki	i[NPrePre10]-(z)in[BPre10]-gxaki[NStem]
eziphakanyisiweyo	ezi-phakam-is-iw-e-yo	ezi[RelConc10]-phakam[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Ezi	ezi	ezi[Dem10][Pos1]
ngxelo	n-gxelo	n[BPre9]-gxelo[NStem]
kufuneka	ku-funek-a	ku[SC15]-funek[VRoot]-a[VerbTerm]
zibandakanye	zi-bandakany-e	zi[SC10]-bandakany[VRoot]-e[VerbTerm]
inxalenye	i-n-xalenye	i[NPrePre9]-n[BPre9]-xalenye[NStem]
yezezimali	ya-e-za-i-zi-mali	ya[PossConc9]-e[RelConc9]-za[PossConc10]-i[NPrePre10]-zi[BPre10]-mali[NStem]
eneenkcukacha	e-na-i-(z)in-kcukacha	e[RelConc9]-na[CopPre]-i[NPrePre10]-(z)in[BPre10]-kcukacha[NStem]
ngeengxowa-mali	nga-i-(z)in-gxowa-mali	nga[AdvPre]-i[NPrePre10]-(z)in[BPre10]-gxowa[NStem]-mali[NStem]
ezisetyenzisiweyo	ezi-sebenz-is-iw-e-yo	ezi[RelConc10]-sebenz[VRoot]-is[CausExt]-iw[PassExt]-e[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Ibhunga	i-(li)-bhunga	i[NPrePre5]-(li)[BPre5]-bhunga[NStem]
kufuneka	ku-funek-a	ku[SC15]-funek[VRoot]-a[VerbTerm]
lamkele	li-amkel-e	li[SC5]-amkel[VRoot]-e[VerbTerm]
olu	olu	olu[Dem11][Pos1]
hlahlo	hlahlo	hlahlo[NStem]
lwabiwo-mali	lu-abiwo-mali	lu[BPre11]-abiwo[NStem]-mali[NStem]
ngaphambi	nga-phambi	nga[AdvPre]-phambi[Adv]
kokuqala	kwa-u-ku-qal-a	kwa[PossConc15]-u[NPrePre15]-ku[BPre15]-qal[VRoot]-a[VerbTerm]
konyaka-mali	kwa-u-(m)-nyaka-mali	kwa[PossConc15]-u[NPrePre3]-(m)[BPre3]-nyaka[NStem]-mali[NStem]
,	,	,[Punc]
emva	e-u-m-va	e[LocPre]-u[NPrePre3]-m[BPre3]-va[NStem]
kwesicwangciso	kwa-i-si-cwangciso	kwa[PossConc15]-i[NPrePre7]-si[BPre7]-cwangciso[NStem]
nothetha-thethwano	na-u-(lu)-thetha-thethwano	na[AdvPre]-u[NPrePre11]-(lu)[BPre11]-thetha[NStem]-thethwano[NStem]
neeKomiti	na-i-(z)i-komiti	na[AdvPre]-i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
kunye	kunye	kunye[Conj]
namanye	na-ama-nye	na[AdvPre]-ama[AdjPref6]-nye[AdjStem]
amaqela	a-ma-qela	a[NPrePre6]-ma[BPre6]-qela[NStem]
achaphazelekayo	a-chaphazel-ek-a-yo	a[RelConc6]-chaphazel[VRoot]-ek[NeutExt]-a[VerbTerm]-yo[RelSuf]
kummandla	ku-u-m-mandla	ku[LocPre]-u[NPrePre3]-m[BPre3]-mandla[NStem]
.	.	.[Punc]
IiKomiti	i-(z)i-komiti	i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
zibalulekile	zi-balulek-ile	zi[SC10]-balulek[VRoot]-ile[Perf]
ekuhambiseni	e-u-ku-hamb-is-a-ini	e[LocPre]-u[NPrePre15]-ku[BPre15]-hamb[VRoot]-is[CausExt]-a[VerbTerm]-ini[LocSuf]
uhlahlo	u-hlahlo	u[NPrePre11]-hlahlo[NStem]
lwabiwo-mali	lu-abiwo-mali	lu[BPre11]-abiwo[NStem]-mali[NStem]
kuluntu	ku-u-lu-ntu	ku[LocPre]-u[NPrePre11]-lu[BPre11]-ntu[NStem]
kummandla	ku-u-m-mandla	ku[LocPre]-u[NPrePre3]-m[BPre3]-mandla[NStem]
nobhexesho	na-u-(lu)-bhexesho	na[AdvPre]-u[NPrePre11]-(lu)[BPre11]-bhexesho[NStem]
lwengxelo	lwa-i-n-gxelo	lwa[PossConc11]-i[NPrePre9]-n[BPre9]-gxelo[NStem]
esuka	e-suk-a	e[RelConc9]-suk[VRoot]-a[VerbTerm]
kuluntu	ku-u-lu-ntu	ku[LocPre]-u[NPrePre11]-lu[BPre11]-ntu[NStem]
kummandla	ku-u-m-mandla	ku[LocPre]-u[NPrePre3]-m[BPre3]-mandla[NStem]
isiya	i-si-y-a	i[SC9]-si[Past]-y[VRoot]-a[VerbTerm]
kumasipala	ku-u-masipala	ku[LocPre]-u[NPrePre1a]-masipala[NStem]
.	.	.[Punc]
Ukuba	ukuba	ukuba[Conj]
iiKomiti	i-(z)i-komiti	i[NPrePre10]-(z)i[BPre10]-komiti[NStem]
zeWadi	za-i-wadi	za[PossConc10]-i[NPrePre9]-wadi[NStem]
zithatha	zi-thath-a	zi[SC10]-thath[VRoot]-a[VerbTerm]
inxaxheba	i-n-xaxheba	i[NPrePre9]-n[BPre9]-xaxheba[NStem]
ekwenzeni	e-u-ku-enz-a-ini	e[LocPre]-u[NPrePre15]-ku[BPre15]-enz[VRoot]-a[VerbTerm]-ini[LocSuf]
isigqibo	i-si-gqibo	i[NPrePre7]-si[BPre7]-gqibo[NStem]
malunga	malunga	malunga[Adv]
nokuba	na-ukuba	na[AdvPre]-ukuba[Conj]
umasipala	u-masipala	u[NPrePre1a]-masipala[NStem]
kufuneka	ku-funek-a	ku[SC15]-funek[VRoot]-a[VerbTerm]
achithe	a-chith-e	a[SC1a]-chith[VRoot]-e[VerbTerm]
imali	i-mali	i[NPrePre9]-mali[NStem]
engakanani	e-ngakanani	e[RelConc9]-ngakanani[Adv]
,	,	,[Punc]
kweziphi	ku-ezi-phi	ku[LocPre]-ezi[RelConc10]-phi[EnumStem]
na	na	na[Interrog]
iiprojekthi	i-(z)i-projekthi	i[NPrePre10]-(z)i[BPre10]-projekthi[NStem]
,	,	,[Punc]
oku	oku	oku[Dem15][Pos1]
kuya	ku-ya	ku[SC15]-ya[Fut]
kuthetha	ku-theth-a	ku[SC15]-theth[VRoot]-a[VerbTerm]
ukuba	ukuba	ukuba[Conj]
iwadi	i-wadi	i[NPrePre9]-wadi[NStem]
yabo	ya-bo	ya[PossConc9]-bo[PronStem2]
ingafumana	i-nga-fuman-a	i[SC9]-nga[Pot]-fuman[VRoot]-a[VerbTerm]
inzuzo	i-n-zuzo	i[NPrePre9]-n[BPre9]-zuzo[NStem]
ethe	e-th-e	e[RelConc9]-th[VRoot]-e[VerbTerm]
ngqo	ngqo	ngqo[Ideoph]
.	.	.[Punc]
Kungenzeka	ku-nga-enz-ek-a	ku[SC15]-nga[Pot]-enz[VRoot]-ek[NeutExt]-a[VerbTerm]
ukuba	ukuba	ukuba[Conj]
ukukhula	u-ku-khul-a	u[NPrePre15]-ku[BPre15]-khul[VRoot]-a[VerbTerm]
koqoqosho	kwa-u-(lu)-qoqosho	kwa[PossConc15]-u[NPrePre11]-(lu)[BPre11]-qoqosho[NStem]
lwehlabathi	lwa-i-(li)-hlabathi	lwa[PossConc11]-i[NPrePre5]-(li)[BPre5]-hlabathi[NStem]
kwiminyaka	ku-i-mi-nyaka	ku[LocPre]-i[NPrePre4]-mi[BPre4]-nyaka[NStem]
elishumi	eli-shumi	eli[RelConc4]-shumi[NStem]
elandelayo	e-landel-a-yo	e[RelConc4]-landel[VRoot]-a[VerbTerm]-yo[RelSuf]
kuya	ku-ya	ku[SC15]-ya[Fut]
kuba	ku-ba	ku[CopPre]-ba[Cop]
sezantsi	s-e-zantsi	s[PreLoc-s]-e[LocPre]-zantsi[Adv]
kunokuba	kuna-ukuba	kuna[AdvPre]-ukuba[Conj]
kwakunjalo	ku-a-ku-njalo	ku[SC15]-a[Past]-ku[CopPre]-njalo[Adv]
kokudlulileyo	ku-oku-dlul-il-e-yo	ku[LocPre]-oku[RelConc15]-dlul[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Oku	oku	oku[Dem15][Pos1]
kuya	ku-ya	ku[SC15]-ya[Fut]
kufuna	ku-fun-a	ku[SC15]-fun[VRoot]-a[VerbTerm]
umgqalisela	u-m-gqalisela	u[NPrePre3]-m[BPre3]-gqalisela[NStem]
omkhulu	om-khulu	om[AdjPref3]-khulu[AdjStem]
wenkqubo	wa-i-n-kqubo	wa[PossConc3]-i[NPrePre9]-n[BPre9]-kqubo[NStem]
,	,	,[Punc]
ukuphunyezwa	u-ku-phumez-w-a	u[NPrePre15]-ku[BPre15]-phumez[VRoot]-w[PassExt]-a[VerbTerm]
ngempumelelo	nga-i-m-phumelelo	nga[AdvPre]-i[NPrePre9]-m[BPre9]-phumelelo[NStem]
kweenkqubo	kwa-i-zin-kqubo	kwa[PossConc15]-i[NPrePre10]-zin[BPre10]-kqubo[NStem]
zoshishino	za-u-(lu)-shishino	za[PossConc10]-u[NPrePre11]-(lu)[BPre11]-shishino[NStem]
nokuphuculwa	na-u-ku-phucul-w-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-phucul[VRoot]-w[PassExt]-a[VerbTerm]
kophuhliso	kwa-u-(lu)-phuhliso	kwa[PossConc15]-u[NPrePre11]-(lu)[BPre11]-phuhliso[NStem]
lwezakhono	lwa-i-zi-khono	lwa[PossConc11]-i[NPrePre8]-zi[BPre8]-khono[NStem]
.	.	.[Punc]
Impilo	i-m-philo	i[NPrePre9]-m[BPre9]-philo[NStem]
elungileyo	e-lung-il-e-yo	e[RelConc9]-lung[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
iyimfuneko	i-y-i-m-funeko	i[CopPre]-y[CopPre]-i[NPrePre9]-m[BPre9]-funeko[NStem]
kubomi	ku-u-(bu)-bomi	ku[LocPre]-u[NPrePre14]-(bu)[BPre14]-bomi[NStem]
obunemveliso	obu-na-i-m-veliso	obu[RelConc14]-na[CopPre]-i[NPrePre9]-m[BPre9]-veliso[NStem]
nobanezayo	na-obu-nez-a-yo	na[AdvPre]-obu[RelConc14]-nez[VRoot]-a[VerbTerm]-yo[RelSuf]
.	.	.[Punc]
Ingxelo	i-n-gxelo	i[NPrePre9]-n[BPre9]-gxelo[NStem]
echonga	e-chong-a	e[RelConc9]-chong[VRoot]-a[VerbTerm]
ingxaki	i-n-gxaki	i[NPrePre9]-n[BPre9]-gxaki[NStem]
ibonisa	i-bon-is-a	i[SC9]-bon[VRoot]-is[CausExt]-a[VerbTerm]
imingeni	i-mi-ngeni	i[NPrePre4]-mi[BPre4]-ngeni[NStem]
enxulumanayo	e-nxuluman-a-yo	e[RelConc4]-nxuluman[VRoot]-a[VerbTerm]-yo[RelSuf]
ngokupheleleyo	nga-oku-phelel-e-yo	nga[AdvPre]-oku[RelConc15]-phelel[VRoot]-e[VerbTerm]-yo[RelSuf]
evezwa	e-vez-w-a	e[RelConc4]-vez[VRoot]-w[PassExt]-a[VerbTerm]
sisixokelelwano	s-i-si-xokelelwano	s[CopPre]-i[NPrePre7]-si[BPre7]-xokelelwano[NStem]
sempilo	sa-i-m-philo	sa[PossConc7]-i[NPrePre9]-m[BPre9]-philo[NStem]
esiwayo	esi-w-a-yo	esi[RelConc7]-w[VRoot]-a[VerbTerm]-yo[RelSuf]
nokunyuka	na-u-ku-nyuk-a	na[AdvPre]-u[NPrePre15]-ku[BPre15]-nyuk[VRoot]-a[VerbTerm]
komthwalo	kwa-u-m-thwalo	kwa[PossConc15]-u[NPrePre3]-m[BPre3]-thwalo[NStem]
wesifo	wa-i-si-fo	wa[PossConc3]-i[NPrePre7]-si[BPre7]-fo[NStem]
.	.	.[Punc]
Isixokelelwano	i-si-xokelelwano	i[NPrePre7]-si[BPre7]-xokelelwano[NStem]
sempilo	sa-i-m-philo	sa[PossConc7]-i[NPrePre9]-m[BPre9]-philo[NStem]
yoluntu	ya-u-lu-ntu	ya[PossConc9]-u[NPrePre11]-lu[BPre11]-ntu[NStem]
esaphukileyo	esi-aphuk-il-e-yo	esi[RelConc7]-aphuk[VRoot]-il[Perf]-e[VerbTerm]-yo[RelSuf]
saseMzantsi	sa-s-e-Mzantsi	sa[PossConc7]-s[PreLoc-s]-e[LocPre]-Mzantsi[ProperName]
Afrika	Afrika	Afrika[ProperName]
kumele	ku-mele	ku[SC15]-mele[AuxVStem]
silungiswe	si-lungis-w-e	si[SC7]-lungis[VRoot]-w[PassExt]-e[VerbTerm]
.	.	.[Punc]
Logama	logama	logama[Adv]
usetyenziso	u-sebenziso	u[NPrePre11]-sebenziso[NStem]
olukhulu	olu-khulu	olu[AdjPref11]-khulu[AdjStem]
lokhathalelo	lwa-u-(lu)-khathalelo	lwa[PossConc11]-u[NPrePre11]-(lu)[BPre11]-khathalelo[NStem]
labucala	la-bucala	la[PossConc5]-bucala[Adv]
,	,	,[Punc]
oluhlawulelwa	olu-hlawul-el-w-a	olu[RelConc11]-hlawul[VRoot]-el[ApplExt]-w[PassExt]-a[VerbTerm]
ngabasebenzisi	ng-a-ba-sebenzisi	ng[CopPre]-a[NPrePre2]-ba[BPre2]-sebenzisi[NStem]
okanye	okanye	okanye[Conj]
zii-inshorensi	z-i-(z)i-inshorensi	z[CopPre]-i[NPrePre10]-(z)i[BPre10]-inshorensi[NStem]
zempilo	za-i-n-pilo	za[PossConc10]-i[NPrePre9]-n[BPre9]-pilo[NStem]
,	,	,[Punc]
yinxenye	y-i-n-xenye	y[CopPre]-i[NPrePre9]-n[BPre9]-xenye[NStem]
yesisombululo	ya-i-si-sombululo	ya[PossConc9]-i[NPrePre7]-si[BPre7]-sombululo[NStem]
,	,	,[Punc]
ayiyo	a-yi-yo	a[NegPre]-yi[CopPre]-yo[PronStem9]
